StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,Q37,Q36,Q35,Q26_1,Q38,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,FL_29_DO
2021-09-19 18:56:12,2021-09-19 19:08:18,IP Address,132.235.96.1,100,726,True,2021-09-19 19:08:19,R_6fBWqM92q2gDV6h,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),none,Moderate Liberal,"$80,000 to $89,999",Less Than High School,Less Than High School,homeless people,"prostitutes ","strippers ",4,A,,,,,,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-09-19 19:32:34,2021-09-19 19:38:44,IP Address,132.235.96.3,100,369,True,2021-09-19 19:38:44,R_3Ek6Wp6E49Bt14J,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Catholic,,Slight Liberal,"$70,000 to $79,999",Some College,High School Diploma,,,,,,"rich celebrities ","rich politicians ","rich business owners ",5,A,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Slightly Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,59,91,78,87,86,87,83,83,C,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-09-19 19:49:54,2021-09-19 20:03:28,IP Address,132.235.96.1,100,813,True,2021-09-19 20:03:28,R_0OfECqp5msDwc9z,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Catholic,,Slight Liberal,"$150,000 or more",Some College,Master's Degree,,,,,,"celebrities ",successful business owners,doctors,3,A,Moderately Agree,Neutral,Slightly Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Neutral,Slightly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,64,34,C,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Moderately Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Moderately Agree,Neutral,Moderately Agree,Neutral,Slightly Agree,Slightly Disagree,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-09-12 20:06:37,2021-09-12 20:12:08,IP Address,107.77.195.24,78,330,False,2021-09-19 20:12:10,R_25R3u3qGbfOXFva,,,,,,,anonymous,EN,Yes,19,Female,,White,,Other Christian,,Slight Conservative,"$30,000 to $39,999",Master's Degree,High School Diploma,,,,,,"Celebrity's ","Politicians ","NFL player ",3,A,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LowSESManipulation
2021-09-20 10:42:33,2021-09-20 10:51:08,IP Address,98.102.7.98,100,514,True,2021-09-20 10:51:08,R_3PGo5SUrUFCOE9Z,,,,,40.0325927734375,-82.8798980712890625,anonymous,EN,Yes,32,Female,,White,,Spiritual,,Moderate Liberal,"$150,000 or more",Some College,Some College,Homeless,Unemployed,"Disabled ",7,A,,,,,,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Neutral,Strongly Agree,Strongly Disagree,Moderately Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Neutral,Moderately Disagree,Moderately Disagree,Strongly Disagree,Neutral,10,90,30,50,70,80,50,50,30,C,Strongly Agree,Slightly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-09-13 13:47:17,2021-09-13 13:51:32,IP Address,132.235.96.2,53,254,False,2021-09-20 13:51:33,R_3HRCYsgDyWtw3S3,,,,,,,anonymous,EN,Yes,18,Female,,White,,Catholic,,Moderate Conservative,"$60,000 to $69,999",Bachelor's Degree,Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LowSESManipulation
2021-09-20 17:25:54,2021-09-20 17:36:33,IP Address,132.235.96.5,100,638,True,2021-09-20 17:36:33,R_1Doud3Eg8vmII88,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,21,Female,,White,,Spiritual,,Moderate Liberal,"$30,000 to $39,999",Bachelor's Degree,Bachelor's Degree,,,,,,"Celebrities ",Models,"Royalties ",3,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,80,51,70,50,58,75,50,55,72,C,Slightly Disagree,Neutral,Slightly Agree,Neutral,Neutral,Slightly Agree,Moderately Disagree,Neutral,Neutral,Neutral,Slightly Agree,Neutral,Moderately Agree,Slightly Agree,Neutral,Slightly Disagree,Slightly Disagree,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-09-13 17:47:22,2021-09-13 17:48:07,IP Address,75.188.131.159,53,45,False,2021-09-20 17:48:09,R_1nUAHtIUo8x8JpN,,,,,,,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Moderate Conservative,"$150,000 or more",Bachelor's Degree,Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
2021-09-20 22:27:03,2021-09-20 22:38:11,IP Address,162.155.46.35,100,668,True,2021-09-20 22:38:12,R_pmZ5PHoIAa6j7IB,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Male,,White,,Islam,,Neutral,"Less than $10,000",,High School Diploma,3,2,5,5,A,,,,,,Slightly Disagree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Strongly Agree,Moderately Disagree,Slightly Disagree,Neutral,Slightly Agree,Neutral,Moderately Disagree,Slightly Disagree,Neutral,Slightly Agree,Neutral,Slightly Disagree,Neutral,Neutral,76,63,75,79,70,90,45,64,75,C,Slightly Disagree,Neutral,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Neutral,Slightly Favor,Neutral,Slightly Oppose,Neutral,Slightly Favor,Slightly Favor,Neutral,Slightly Favor,Neutral,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,Neutral,Slightly Oppose,Slightly Favor,HighSESManipulation
2021-09-21 09:17:43,2021-09-21 09:23:27,IP Address,64.247.104.11,100,343,True,2021-09-21 09:23:27,R_1rky0yrBQpYDVtD,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Agnostic,,Slight Liberal,"$80,000 to $89,999",Some College,High School Diploma,,,,,,Billionaires,Millionaires,CEOs,4,A,Moderately Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,50,40,50,30,50,60,40,70,60,C,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Neutral,Moderately Disagree,Slightly Agree,Neutral,Neutral,Neutral,Moderately Disagree,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Somewhat Favor,Slightly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Somewhat Favor,Slightly Favor,Neutral,Slightly Favor,Slightly Favor,LowSESManipulation
2021-09-21 12:03:09,2021-09-21 12:09:20,IP Address,132.235.96.7,100,370,True,2021-09-21 12:09:20,R_2DTbiYipRqNv64n,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,21,Female,,Asian/Asian American,,Other (Please Specify),raised Catholic but has stayed away from the church,Strong Liberal,"$10,000 to $19,999",Bachelor's Degree,Bachelor's Degree,,,,,,CEO's of companies,Philantropists,Celebrities,5,A,,,,,,,,,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,90,43,90,43,60,90,63,65,65,C,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-09-21 16:53:02,2021-09-21 16:55:27,IP Address,71.66.171.123,100,144,True,2021-09-21 16:55:27,R_6VVUm7wJH3WikSt,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Female,,White,,Prefer Not To Answer,,Neutral,"$100,000 to $149,999",Master's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",,,,3,A,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,8,4,2,1,1,1,1,1,C,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,HighSESManipulation
2021-09-21 17:56:34,2021-09-21 18:11:33,IP Address,132.235.96.8,100,899,True,2021-09-21 18:11:33,R_1LvUQgNfSTUgLa4,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Catholic,,Moderate Conservative,"$60,000 to $69,999",Bachelor's Degree,Bachelor's Degree,Drug addicts,homeless people,"children ",4,A,,,,,,Neutral,Moderately Disagree,Strongly Disagree,Slightly Disagree,Neutral,Strongly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Slightly Agree,Neutral,Strongly Disagree,Neutral,Slightly Agree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Neutral,Moderately Agree,Neutral,Moderately Agree,Strongly Disagree,Neutral,Moderately Disagree,Moderately Agree,Neutral,Slightly Agree,Neutral,Moderately Disagree,Neutral,Slightly Agree,Moderately Disagree,Slightly Disagree,Somewhat Favor,Somewhat Favor,Neutral,Slightly Favor,Slightly Favor,Somewhat Favor,Slightly Favor,Neutral,Somewhat Oppose,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Neutral,Slightly Favor,HighSESManipulation
2021-09-21 19:18:45,2021-09-21 19:27:28,IP Address,132.235.96.8,100,523,True,2021-09-21 19:27:28,R_1feHFulWLjlvSNf,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Agnostic,,Strong Liberal,"$40,000 to $49,999",Bachelor's Degree,Bachelor's Degree,,,,,,celebrities,government officials,business people,4,A,Strongly Agree,Moderately Agree,Slightly Agree,Moderately Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,75,75,75,70,85,75,75,93,82,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Somewhat Favor,Strongly Favor,Somewhat Favor,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-09-21 20:43:35,2021-09-21 20:52:51,IP Address,132.235.96.1,100,555,True,2021-09-21 20:52:51,R_WpV0WGfF1IS1fLX,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Other Christian,,Moderate Liberal,"$90,000 to $99,999",Master's Degree,Some College,,,,,,my boss,my friend,my uncle,5,A,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Neutral,Slightly Disagree,Neutral,93,93,92,94,93,93,94,89,59,C,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neutral,Moderately Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Disagree,Slightly Favor,Slightly Oppose,Neutral,Slightly Oppose,Slightly Favor,Strongly Favor,Slightly Favor,Slightly Favor,Slightly Oppose,Slightly Favor,Slightly Oppose,Slightly Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Favor,LowSESManipulation
2021-09-21 21:13:22,2021-09-21 21:18:45,IP Address,75.188.103.56,100,322,True,2021-09-21 21:18:45,R_3oyDprlmdPHfoKQ,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Male,,White,,Catholic,,Neutral,"$80,000 to $89,999",Associate's Degree,High School Diploma,"African Amercians ","Lower Class ","Poverty ",7,A,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,100,100,100,100,100,100,100,100,100,C,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,HighSESManipulation
2021-09-13 10:25:13,2021-09-15 11:06:44,IP Address,132.235.96.2,53,175290,False,2021-09-22 11:06:44,R_2frZpTUmIKMslRo,,,,,,,anonymous,EN,Yes,19,Female,,Black or African American,,Prefer Not To Answer,,Neutral,"$80,000 to $89,999",Bachelor's Degree,Some College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LowSESManipulation
2021-09-22 18:43:24,2021-09-22 19:09:32,IP Address,132.235.96.6,100,1568,True,2021-09-22 19:09:32,R_wXnYLdWpQwfvEqd,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,"18 ",Female,,White,,Other Christian,,Strong Liberal,"$60,000 to $69,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",,,,,,,"Jeff Bezos ","Mark Zuckerburg ","CEOs of other major tech companies ",6,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,40,99,45,100,100,97,100,100,C,Moderately Agree,Slightly Disagree,Neutral,Moderately Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Moderately Disagree,Strongly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Slightly Oppose,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-09-23 07:02:47,2021-09-23 07:11:22,IP Address,162.155.83.98,100,515,True,2021-09-23 07:11:22,R_vUNMzbU3WbcYkvv,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Female,,White,,Judaism,,Strong Liberal,"$100,000 to $149,999",Master's Degree,Bachelor's Degree,women in third world oppressive countries,children in war zones,people of muslim faith facing genocide in china,9,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,52,100,100,53,100,100,C,Neutral,Neutral,Moderately Agree,Slightly Agree,Neutral,Slightly Agree,Strongly Agree,Neutral,Slightly Agree,Slightly Agree,Neutral,Neutral,Moderately Agree,Strongly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Favor,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Slightly Oppose,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-09-23 11:38:39,2021-09-23 11:44:52,IP Address,132.235.96.8,100,372,True,2021-09-23 11:44:52,R_3kj1atJYTP4ukiF,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Spiritual,,Extreme Liberal,"$30,000 to $39,999",Bachelor's Degree,Associate's Degree,,,,,,white,men,wealthy,7,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,70,100,67,100,100,89,100,100,C,Slightly Disagree,Slightly Disagree,Moderately Disagree,Neutral,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Disagree,Slightly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-09-24 18:13:34,2021-09-24 18:20:50,IP Address,107.77.195.43,100,435,True,2021-09-24 18:20:50,R_2V2TfZxmOO5yMLd,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,Yes,20,Male,,Asian/Asian American,,Prefer Not To Answer,,Extreme Conservative,"Less than $10,000",Less Than High School,Less Than High School,5,4,1,2,A,,,,,,,,,,,,,,,,,,Moderately Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Slightly Disagree,42,53,58,28,50,69,43,37,59,C,Strongly Disagree,Moderately Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Moderately Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Oppose,Somewhat Oppose,Strongly Oppose,Neutral,Somewhat Oppose,Slightly Oppose,Neutral,Neutral,Neutral,Slightly Oppose,Neutral,Slightly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,HighSESManipulation
2021-09-18 15:36:51,2021-09-18 15:37:00,IP Address,108.197.53.49,6,9,False,2021-09-25 15:37:08,R_BS0wSJlTHjdPbG1,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-25 15:55:59,2021-09-25 16:04:14,IP Address,132.235.96.7,100,495,True,2021-09-25 16:04:15,R_3itdcBft2hEQ0um,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Neutral,"$100,000 to $149,999",Master's Degree,Master's Degree,,,,,,professional athletes,celebrities,big business owners,7,A,Neutral,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Neutral,Slightly Agree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Slightly Favor,Strongly Favor,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Slightly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
