StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,Q37,Q36,Q35,Q38,Q26_1,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SC0,FL_29_DO,SocialDominanceOrientation_DO,WhitePrivilegeScale_DO,WhiteGuiltScale_DO,ModernRacismScale_DO
2022-10-08 20:28:15,2022-10-08 20:35:22,IP Address,69.141.20.39,100,426,True,2022-10-08 20:35:22,R_2DSMzt2rGmQZSHj,,,,,40.6357,-74.2527,anonymous,EN,Yes,39,Female,,White,,Agnostic,,Neutral,"$100,000 to $149,999",High School Diploma,High School Diploma,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"homeless ",people with impaired mental ability,addicts,A,9,,,,,,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Moderately Disagree,Neutral,Neutral,100,100,100,58,100,100,100,100,52,C,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Slightly Disagree,262,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-01 23:26:38,2022-10-01 23:27:08,IP Address,192.180.162.39,6,30,False,2022-10-08 23:27:11,R_1DBTZny2L7UFuOM,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2022-10-09 08:28:07,2022-10-09 08:34:46,IP Address,45.38.182.188,100,399,True,2022-10-09 08:34:46,R_8voaJHuX9eCHvB7,,,,,35.2316,-80.8428,anonymous,EN,Yes,35,Female,,White,,Spiritual,,Moderate Liberal,"$10,000 to $19,999",High School Diploma,Less Than High School,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,Hollywood Actors,TECH Companies,Google,2,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Neutral,100,100,100,50,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Neutral,Neutral,Neutral,Slightly Disagree,218,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-09 09:45:44,2022-10-09 09:53:19,IP Address,132.235.89.50,100,454,True,2022-10-09 09:53:20,R_3FPtACAZoQgbwqC,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Slight Liberal,"$150,000 or more",Master's Degree,Some College,Slightly Favor,Slightly Oppose,Neutral,Somewhat Oppose,Somewhat Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Oppose,Somewhat Oppose,Slightly Oppose,Slightly Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,homeless people,highschool dropouts,immigrants,A,6,,,,,,Strongly Agree,Moderately Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,70,100,67,100,100,61,100,100,C,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,250,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-09 10:02:44,2022-10-09 10:09:12,IP Address,132.235.89.50,100,387,True,2022-10-09 10:09:12,R_1flwdKLLH4O3Wy9,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Slight Liberal,"$150,000 or more",Master's Degree,Some College,Somewhat Oppose,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Somewhat Favor,Neutral,Somewhat Favor,Slightly Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,,,,,,celeberties,millionaires,politicians,6,A,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Neutral,100,70,100,64,100,100,73,100,100,C,Neutral,Neutral,Slightly Agree,Slightly Disagree,Neutral,Neutral,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Neutral,Slightly Agree,Moderately Agree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,246,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-09 11:21:55,2022-10-09 11:30:47,IP Address,132.235.84.199,100,531,True,2022-10-09 11:30:47,R_3HBvHcXraEMoLQU,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Prefer Not To Answer,,Neutral,"$80,000 to $89,999",Associate's Degree,High School Diploma,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Oppose,Somewhat Oppose,Neutral,Slightly Oppose,Strongly Oppose,Slightly Oppose,Neutral,Neutral,Slightly Favor,Somewhat Favor,Slightly Favor,Slightly Favor,People in poverty,Poor class,Mid-Lower class,A,4,,,,,,Slightly Agree,Moderately Agree,Moderately Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Slightly Disagree,Neutral,Moderately Disagree,Moderately Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Agree,Moderately Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Neutral,Slightly Disagree,Moderately Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Moderately Disagree,250,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-09 13:16:53,2022-10-09 13:24:18,IP Address,132.235.10.42,100,444,True,2022-10-09 13:24:18,R_86bwQk2noBOxT2N,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Male,,White,,Atheist,,Moderate Liberal,"$70,000 to $79,999",Associate's Degree,High School Diploma,Somewhat Oppose,Slightly Oppose,Slightly Favor,Slightly Oppose,Somewhat Favor,Strongly Favor,Slightly Favor,Slightly Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Favor,,,,,,"Politicians ","Celebrities  ","Wealthy individuals ",3,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Slightly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Neutral,90,58,66,46,63,99,78,72,92,C,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Neutral,Slightly Agree,Slightly Disagree,Moderately Agree,Slightly Agree,Neutral,Slightly Agree,Neutral,Slightly Disagree,Slightly Disagree,Neutral,Neutral,Slightly Disagree,244,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-09 13:36:44,2022-10-09 13:41:30,IP Address,132.235.189.132,100,285,True,2022-10-09 13:41:30,R_2YEslJvq6TbWh14,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Prefer Not To Answer,,Moderate Conservative,"$30,000 to $39,999",Master's Degree,Some College,Slightly Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Favor,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,Somewhat Oppose,Slightly Oppose,people who are hooked on opiodes/drugs,people who have no self respect or respect for others,people who have no job or money,A,10,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Slightly Disagree,Moderately Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,Slightly Agree,Neutral,100,99,95,91,96,97,97,99,100,C,Slightly Agree,Slightly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Neutral,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Slightly Agree,Slightly Disagree,286,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-09 14:59:11,2022-10-09 15:07:59,IP Address,174.100.114.113,100,527,True,2022-10-09 15:07:59,R_3PXI5yfa4ASNxv3,,,,,40.7961,-81.3798,anonymous,EN,Yes,41,Male,,White,,Agnostic,,Neutral,"$100,000 to $149,999",Bachelor's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Poor,People of Color,Gender,A,9,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Neutral,Strongly Agree,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,90,90,90,90,90,90,90,90,90,C,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Slightly Disagree,231,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-09 16:53:16,2022-10-09 17:02:28,IP Address,74.133.162.27,100,552,True,2022-10-09 17:02:29,R_3oAraJeLkw2gq1D,,,,,39.3184,-82.1012,anonymous,EN,Yes,22,Female,,White,,Other Christian,,Moderate Liberal,"$100,000 to $149,999",Bachelor's Degree,Master's Degree,Slightly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,The President of The United States,famous actors,lawyers or doctors,5,A,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Neutral,85,90,63,98,100,98,99,96,88,C,Moderately Agree,Slightly Disagree,Slightly Disagree,Neutral,Moderately Agree,Slightly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,248,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-09 17:20:22,2022-10-09 17:36:40,IP Address,107.122.241.71,100,978,True,2022-10-09 17:36:40,R_3lWcQrG00IuMBUa,,,,,42.3888,-83.1895,anonymous,EN,Yes,37,Female,,White,,Protestant Christian,,Slight Conservative,"$100,000 to $149,999",High School Diploma,Some College,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,"Wealthy ","Highly educated, high IQ. ","Those born into wealth and fam. ",2,A,Slightly Disagree,Slightly Disagree,Neutral,Moderately Agree,Slightly Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Slightly Disagree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Neutral,100,98,76,100,76,77,100,48,16,C,Slightly Agree,Moderately Agree,Strongly Agree,Slightly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Neutral,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,238,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-09 18:18:50,2022-10-09 18:36:52,IP Address,132.235.117.202,100,1082,True,2022-10-09 18:36:52,R_3Gf8wGX1uxhoVE8,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),"Spiritual/Agnostic + believe in certain aspects of Hinduism and Buddhism ",Strong Liberal,"$150,000 or more",High School Diploma,Master's Degree,Slightly Favor,Strongly Oppose,Strongly Oppose,Slightly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Slightly Favor,Somewhat Favor,Somewhat Favor,Neutral,Strongly Favor,Slightly Favor,"Homeless people, disabled people, undocumented immigrants","documented immigrants from South America, people raised in foster care, people with prolonged drug addictions","People born in low-income areas, teen mothers, elderly",A,8,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,50,30,50,14,50,50,50,50,50,C,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Moderately Disagree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,254,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-09 18:28:56,2022-10-09 18:37:23,IP Address,162.154.157.196,100,507,True,2022-10-09 18:37:24,R_2pJitfJGxLsyK9o,,,,,40.7961,-81.3798,anonymous,EN,Yes,27,Female,,White,,Other Christian,,Neutral,"$40,000 to $49,999",Associate's Degree,Bachelor's Degree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Slightly Favor,,,,,,professional athletes,movie stars,very popular singers,3,A,Moderately Agree,Moderately Agree,Slightly Agree,Slightly Disagree,Neutral,Strongly Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Neutral,91,95,81,92,92,94,94,94,90,C,Neutral,Slightly Agree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,230,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-09 20:37:53,2022-10-09 20:46:44,IP Address,132.235.116.218,100,530,True,2022-10-09 20:46:44,R_3Dvv7Jh8j8FtTk2,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,"White,Black or African American",,Other Christian,,Extreme Liberal,"$70,000 to $79,999",Master's Degree,Master's Degree,Neutral,Neutral,Slightly Favor,Neutral,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,People who do not have a home due to not having a job that can provide a home.,People who are using all of there money on drugs and things that can harm themselves.,some groups of people that are blind to change in the world and won't accept that some people are different from them.,A,9,,,,,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Moderately Disagree,Neutral,100,100,100,100,100,100,100,27,0,C,Moderately Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Neutral,Slightly Disagree,254,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-02 21:04:54,2022-10-02 21:07:30,IP Address,64.247.127.254,31,156,False,2022-10-09 21:07:31,R_1gNJsviJZBYO3qA,,,,,,,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),non religious,Slight Liberal,"$100,000 to $149,999",High School Diploma,High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,SDO,,,
2022-10-09 23:19:11,2022-10-09 23:26:05,IP Address,132.235.103.7,100,413,True,2022-10-09 23:26:06,R_cHzReEvhsbAXiMh,,,,,39.9581,-82.8068,anonymous,EN,Yes,18,Non-Binary,,Black or African American,,Agnostic,,Strong Liberal,"$50,000 to $59,999",Master's Degree,Bachelor's Degree,Strongly Favor,Slightly Oppose,Neutral,Neutral,Slightly Favor,Somewhat Favor,Neutral,Neutral,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,Jeff Bezos,Elon Musk,Mark Zuckerberg,5,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Neutral,100,50,100,10,50,100,50,50,50,C,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Agree,Slightly Agree,Moderately Disagree,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,247,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-10 00:29:15,2022-10-10 00:47:52,IP Address,132.235.52.65,100,1116,True,2022-10-10 00:47:52,R_1jTgdQvZ92kwlu0,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Prefer Not To Answer,,Moderate Liberal,"$50,000 to $59,999",Some College,Some College,Somewhat Favor,Somewhat Oppose,Neutral,Strongly Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Oppose,Slightly Oppose,Strongly Oppose,Neutral,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Drug Addict,Drug Dealer,A homeless person,A,6,,,,,,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Neutral,Moderately Disagree,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Strongly Disagree,Neutral,95,78,70,71,71,96,89,72,71,C,Strongly Agree,Slightly Agree,Moderately Agree,Neutral,Strongly Agree,Slightly Agree,Neutral,Neutral,Moderately Agree,Neutral,Moderately Agree,Neutral,Slightly Agree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Disagree,257,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-10 07:51:05,2022-10-10 08:00:11,IP Address,64.247.127.254,100,545,True,2022-10-10 08:00:12,R_12mtsufZsyVDnht,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Male,,White,,Catholic,,Moderate Conservative,"$150,000 or more",Master's Degree,Master's Degree,Strongly Favor,Neutral,Somewhat Favor,Somewhat Favor,Slightly Oppose,Neutral,Slightly Favor,Slightly Favor,Somewhat Favor,Somewhat Oppose,Slightly Favor,Somewhat Favor,Neutral,Slightly Favor,Slightly Favor,Slightly Oppose,Slightly Favor,,,,,,Government leaders,elites,celebrities,4,A,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,100,100,100,100,100,51,100,65,51,C,Moderately Agree,Slightly Agree,Neutral,Slightly Agree,Moderately Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,243,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-10 08:13:31,2022-10-10 08:25:43,IP Address,64.247.85.161,100,731,True,2022-10-10 08:25:43,R_2SDG1J7NGhlhSME,,,,,39.3184,-82.1012,anonymous,EN,Yes,20,Female,,White,,Other (Please Specify),"Regular Christianity ",Neutral,"$100,000 to $149,999",Bachelor's Degree,High School Diploma,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Poor,"Less than high school diploma ",Waitress,A,9,,,,,,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Neutral,80,89,55,100,24,16,59,3,0,C,Moderately Agree,Neutral,Moderately Agree,Strongly Agree,Slightly Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Neutral,Slightly Disagree,Neutral,Neutral,Slightly Agree,Moderately Disagree,Neutral,Neutral,Slightly Disagree,262,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-27 18:32:25,2022-10-03 09:04:26,IP Address,64.247.91.213,78,484321,False,2022-10-10 09:04:27,R_DHTqmqzNl77EPvz,,,,,,,anonymous,EN,Yes,,Female,,White,,Catholic,,Neutral,"$20,000 to $29,999",Master's Degree,High School Diploma,Slightly Oppose,Slightly Oppose,Slightly Oppose,Strongly Oppose,Somewhat Oppose,Neutral,Strongly Favor,Neutral,Strongly Oppose,Strongly Oppose,Strongly Oppose,Slightly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Political Figures,The famous,the rich,A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,HighSESManipulation,SDO,WPS,,
